المسعى الدور الأرضي,المسعى الدور الأول,المسعى الدور الثاني,الوقت,حالة المسعى الدور الأرضي,حالة المسعى الدور الأول,حالة المسعى الدور الثاني,حالة سطح المطاف,حالة صحن المطاف,حالة مطاف الدور الأرضي,حالة مطاف الدور الأول,سطح المطاف,صحن المطاف,مطاف الدور الأرضي,مطاف الدور الأول
"55 - 65","35 - 45","25 - 35","2026-02-26T11:08:22.128Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-26T11:13:21.759Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-26T11:18:22.264Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-26T11:23:22.013Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-26T11:28:21.907Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-26T11:33:22.332Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-26T11:38:21.832Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-26T11:43:21.697Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-26T11:48:22.256Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-26T11:53:21.897Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-26T11:58:21.834Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-26T12:03:22.483Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-26T12:08:21.813Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-26T12:13:21.797Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-26T12:18:22.211Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","100 - 110"
"45 - 55","35 - 45","25 - 35","2026-02-26T12:23:21.699Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T12:28:21.808Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T12:33:22.326Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T12:38:21.914Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T12:43:21.746Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T12:48:22.423Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T12:53:21.766Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T12:58:21.752Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T13:03:22.217Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T13:08:21.810Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T13:13:21.939Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T13:18:22.314Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T13:23:21.734Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T13:28:21.972Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T13:33:22.725Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T13:38:22.096Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T13:43:21.696Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T13:48:22.350Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T13:53:22.165Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T13:58:21.683Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T14:03:22.248Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T14:08:22.004Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T14:13:21.918Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T14:18:22.359Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
